Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
10;1002490;Поступление зарплаты на счет;Ремонт;1;0.51;мужской;1;0;высшее;специалист;< 50;0;56;29;Торговля;ООО;женат / замужем;1;1;1;1;1;0;1;1;0;0;0.5;3;3;58;6;1;2;5;47;0;0;0;0;0;0;0
10;1002510;Поступление зарплаты на счет;Покупка автомобиля;0;0.25;мужской;0;0;высшее;менеджер среднего звена;>250;0;63;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002530;Поступление зарплаты на счет;Другое;1;0.41;женский;0;0;высшее;менеджер среднего звена;>250;0;10;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002550;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.52;мужской;1;0;высшее;менеджер по продажам;>250;0;14;34;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0161290323;1;0;0;0;0.3333333333;1;2;61;3;0;2;12;35;1;0;0;0;0;0;0
10;1002570;Форма банка (без печати работодателя);Ремонт;0;0.53;женский;0;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002590;Форма банка (без печати работодателя);Ремонт;0;0.35;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002610;Поступление зарплаты на счет;Лечение;0;0.39;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;58;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002630;Форма банка (без печати работодателя);Другое;0;0.48;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;19;59;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002650;Форма банка (без печати работодателя);Ремонт;0;0.13;мужской;2;0;среднее-специальное;рабочий;>250;0;37;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002670;2НДФЛ;Ремонт;0;0.23;мужской;2;0;среднее-специальное;рабочий;>250;1;6;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002690;2НДФЛ;Покупка недвижимости/ строительство;0;0.22;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;175;52;Другое;ОАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
10;1002710;Поступление зарплаты на счет;Ремонт;0;0.26;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;40;40;Торговля;Иная форма;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.3333333333;1;2;18;3;0;0;20;46;0;0;0;0;0;0;0
10;1002730;Форма банка (без печати работодателя);Ремонт;1;0.08;мужской;1;0;среднее;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002750;Поступление зарплаты на счет;Ремонт;1;0.27;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;47;39;Торговля;ООО;женат / замужем;2;2;2;1;0;0;0;1;1;1;0.5;1;1;2;2;0;1;0;0;0;0;0;0;0;0;0
10;1002770;Поступление зарплаты на счет;Ремонт;1;0.56;мужской;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;58;38;Другое;ОАО;женат / замужем;2;2;1;1;1;0;0;2;1;1;0.4;2;3;60;5;0;1;1;42;0;0;0;0;0;0;0
10;1002790;2НДФЛ;Ремонт;1;0.3;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;19;37;Другое;Иная форма;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;2;19;2;0;0;71;87;0;0;0;0;0;0;0
10;1002810;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;2;0;высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002830;Поступление зарплаты на счет;Покупка мебели;0;0.08;мужской;0;0;высшее;менеджер среднего звена;>250;0;47;34;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.05;1;0;0;0;0.3333333333;2;1;19;3;1;1;34;84;1;0;0;0;0;0;0
10;1002850;2НДФЛ;Покупка автомобиля;1;0.41;мужской;1;0;незаконченное высшее;рабочий;>250;1;165;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002870;Форма банка (без печати работодателя);Покупка мебели;1;0.33;женский;1;0;высшее;менеджер среднего звена;< 50;0;29;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002890;;Ремонт;1;;женский;0;0;Высшее/Второе высшее/Ученая степень;;;0;7;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002910;Поступление зарплаты на счет;Ремонт;1;0.54;женский;0;0;второе высшее;специалист;>250;0;17;33;Другое;Иная форма;холост / не замужем;0;0;0;0;0;0;0;2;0;0;0.3333333333;3;6;70;9;1;0;3;41;0;0;0;0;0;0;0
10;1002930;2НДФЛ;Ремонт;1;0.3;мужской;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002950;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.5;мужской;2;0;высшее;менеджер среднего звена;>250;0;172;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002970;Форма банка (без печати работодателя);Другое;0;0.48;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;44;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1002990;2НДФЛ;Ремонт;1;0.2;мужской;0;0;высшее;рабочий;>250;0;17;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003010;Поступление зарплаты на счет;Ремонт;1;0.16;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;18;28;Другое;ООО;женат / замужем;0;0;0;0;0;0.0425531915;1;0;0;0;0.1111111111;1;8;90;9;0;0;10;64;1;1;1;1;0;0;0
10;1003030;Форма банка (без печати работодателя);Обучение;1;0.26;мужской;0;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003050;2НДФЛ;Ремонт;0;0.39;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;8;27;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;18;1;0;0;22;22;0;0;0;0;0;0;0
10;1003070;Форма банка (без печати работодателя);Ремонт;1;0.18;мужской;1;0;среднее;вспомогательный персонал;>250;0;87;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003090;Форма банка (без печати работодателя);Другое;0;0.4;мужской;0;0;высшее;менеджер высшего звена;< 50;0;142;48;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003110;Форма банка (без печати работодателя);Покупка автомобиля;1;0.1;мужской;0;0;высшее;менеджер среднего звена;>250;0;8;27;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003130;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.42;женский;0;0;среднее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003150;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.18;мужской;0;0;высшее;менеджер среднего звена;>250;0;44;36;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003170;2НДФЛ;Покупка недвижимости/ строительство;0;0.54;мужской;0;0;высшее;рабочий;>250;0;129;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003190;2НДФЛ;Покупка автомобиля;1;0.17;мужской;0;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003210;2НДФЛ;Покупка автомобиля;0;0.25;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;37;29;Другое;ЗАО;холост / не замужем;1;1;1;1;0;0;1;0;0;0;0.25;1;3;79;4;1;2;9;47;0;0;0;0;0;0;0
10;1003230;Форма банка (без печати работодателя);Покупка автомобиля;1;0.29;женский;0;0;высшее;менеджер среднего звена;>250;0;32;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003250;Поступление зарплаты на счет;Отпуск;1;0.06;мужской;0;0;высшее;специалист;>250;0;63;48;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003270;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.41;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;17;26;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003290;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.08;мужской;1;0;высшее;менеджер среднего звена;< 50;0;16;35;Торговля;Индивидуальный предприниматель;женат / замужем;1;1;1;0;0;0.1811594203;1;1;0;0;0.5;2;2;113;4;1;1;4;89;1;0;0;0;0;0;0
10;1003310;Форма банка (без печати работодателя);Покупка автомобиля;0;0.56;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003330;Поступление зарплаты на счет;Другое;1;0.59;женский;0;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003350;Поступление зарплаты на счет;Покупка автомобиля;0;0.2;мужской;2;0;среднее;рабочий;>250;1;6;42;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;26;3;0;2;13;97;0;0;0;0;0;0;0
10;1003370;Поступление зарплаты на счет;Ремонт;1;0.57;женский;1;0;высшее;специалист;>250;1;36;44;Торговля;ООО;женат / замужем;4;2;1;1;1;0;0;1;0;0;0.4666666667;7;8;226;15;3;0;5;71;0;0;0;0;0;0;0
10;1003390;Форма банка (без печати работодателя);Покупка автомобиля;0;0.45;женский;0;0;высшее;менеджер среднего звена;< 50;0;61;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003410;Форма банка (без печати работодателя);Отпуск;0;0.26;женский;2;0;высшее;специалист;>250;0;19;37;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003430;Свободная форма с печатью работодателя;Другое;1;0.15;мужской;1;0;высшее;специалист;>250;0;61;39;Другое;ООО;женат / замужем;0;0;0;0;0;;0;0;0;0;0;0;1;0;1;0;0;98;98;0;0;0;0;0;0;0
10;1003450;Поступление зарплаты на счет;Ремонт;0;0.06;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;137;47;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.1111111111;0;0;0;0;0;0;1;8;1;0;1;34;34;1;0;0;0;0;0;0
10;1003470;Форма банка (без печати работодателя);Отпуск;1;0.49;женский;0;0;высшее;вспомогательный персонал;>250;0;79;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003490;Форма банка (без печати работодателя);Покупка автомобиля;1;0.22;мужской;0;0;высшее;специалист;>250;0;33;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1003510;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;0;0;среднее-специальное;рабочий;< 50;0;122;53;Торговля;ООО;женат / замужем;2;0;0;0;0;0;1;0;0;0;1;1;0;12;1;1;0;12;12;0;0;0;0;0;0;0
